date,continent,people_fully_vaccinated,people_fully_vaccinated_per_million,people_vaccinated,daily_vaccinations,daily_vaccinated_per_million,people_vaccinated_per_million
2021-02-27,North America,25764324.0,79331239.0,57896085.0,1810799.0,7546508.0,625717998.0
2021-02-27,South America,4632993.0,173028.0,25717336.0,788853.0,17821.0,1210907.0
2021-02-28,Africa,688598.0,3895391.0,4025638.0,210275.0,28380.0,7721234.0
2021-02-28,Asia,13018120.0,1037959.0,44839615.0,1126230.0,40332.0,2927886.0
2021-02-28,Europe,19005921.0,31334277.0,95119513.0,1839088.0,1042836.0,216727512.0
2021-02-28,North America,27706273.0,92549632.0,60535784.0,1907621.0,7546511.0,645542357.0
2021-02-28,South America,4807574.0,179075.0,26120697.0,788891.0,17822.0,1228065.0
2021-03-01,Africa,761720.0,3917595.0,4083171.0,210278.0,28380.0,7722877.0
2021-03-01,Asia,14593185.0,1116488.0,45150483.0,1126980.0,40332.0,2979207.0
2021-03-01,Europe,19547448.0,50545674.0,102493886.0,1863983.0,1042836.0,242271357.0
2021-03-01,North America,28094815.0,99158829.0,61248076.0,1994484.0,7546513.0,665366715.0
2021-03-01,South America,4894865.0,182098.0,26322378.0,788910.0,17822.0,1236644.0
2021-03-02,Africa,798282.0,4012020.0,4286562.0,210279.0,28380.0,7739800.0
2021-03-02,Asia,14783446.0,1120245.0,45305918.0,1148098.0,40332.0,3004868.0
2021-03-02,Europe,20088974.0,60151373.0,106181073.0,1868476.0,1042836.0,255043280.0
2021-03-02,North America,28266880.0,102463427.0,61604223.0,2121664.0,7546514.0,685271350.0
2021-03-02,South America,4938510.0,183610.0,26423218.0,788920.0,17822.0,1240934.0
2021-03-03,Africa,816562.0,4059233.0,4388257.0,210280.0,28380.0,7748262.0
2021-03-03,Asia,15231434.0,1132438.0,45461352.0,1246509.0,40332.0,3017698.0
2021-03-03,Europe,21359619.0,64954223.0,108024667.0,1883997.0,1042836.0,261429241.0
2021-03-03,North America,29152184.0,104115726.0,61782296.0,2186705.0,7546514.0,695223667.0
2021-03-03,South America,4960333.0,184366.0,26473639.0,788925.0,17822.0,1243078.0
2021-03-04,Africa,834843.0,4106446.0,4489953.0,210280.0,28380.0,7756724.0
2021-03-04,Asia,15918616.0,1144630.0,47483304.0,1315762.0,40332.0,3024114.0
2021-03-04,Europe,21994942.0,67355648.0,108946463.0,1983640.0,1042836.0,264622222.0
2021-03-04,North America,29475305.0,105768026.0,61871332.0,2200675.0,7546514.0,700199826.0
2021-03-04,South America,4971245.0,184743.0,26498849.0,788927.0,17822.0,1244151.0
2021-03-05,Africa,1055060.0,4620248.0,4775093.0,210280.0,28380.0,8175828.0
2021-03-05,Asia,16605797.0,1216415.0,49505256.0,1402232.0,40332.0,3027321.0
2021-03-05,Europe,22630264.0,68556360.0,109407362.0,2043110.0,1042836.0,266218712.0
2021-03-05,North America,31019556.0,108554527.0,61960369.0,2221953.0,7546514.0,702687905.0
2021-03-05,South America,4976700.0,184932.0,26511454.0,788928.0,17822.0,1244687.0
2021-03-06,Africa,1104416.0,4714041.0,4797912.0,210280.0,28380.0,8218410.0
2021-03-06,Asia,17100893.0,1252307.0,55766369.0,1532647.0,40332.0,3028925.0
2021-03-06,Europe,23474533.0,69156716.0,109637811.0,2117068.0,1042836.0,267016958.0
2021-03-06,North America,31875612.0,118725561.0,66575343.0,2256763.0,7546514.0,703931945.0
2021-03-06,South America,4979428.0,185027.0,26517756.0,788928.0,17822.0,1244955.0
2021-03-07,Africa,1129094.0,4760937.0,4809321.0,210280.0,28380.0,8239701.0
2021-03-07,Asia,17595989.0,1270253.0,58896925.0,1556704.0,40332.0,3029727.0
2021-03-07,Europe,23785251.0,69456894.0,109753035.0,2141830.0,1042836.0,267416080.0
2021-03-07,North America,32731669.0,128896595.0,67427180.0,2291573.0,7546514.0,704553965.0
2021-03-07,South America,4980792.0,185074.0,26520907.0,788928.0,17822.0,1245089.0
2021-03-08,Africa,1153772.0,4807833.0,4820730.0,210280.0,28380.0,8260992.0
2021-03-08,Asia,18120954.0,1288199.0,60462203.0,1768276.0,40332.0,3030128.0
2021-03-08,Europe,24095969.0,69606983.0,109810648.0,2168354.0,1042836.0,267615641.0
2021-03-08,North America,34235208.0,141509900.0,69622096.0,2300903.0,7546514.0,705175985.0
2021-03-08,South America,4981474.0,185098.0,26522483.0,788928.0,17822.0,1245156.0
